,Model Year,City,count
1081,2015,Sedro-Woolley,8
1082,2015,Selah,3
1083,2015,Sequim,20
1084,2015,Shelton,9
1085,2015,Shoreline,75
1086,2015,Silver Creek,1
1087,2015,Silverdale,11
1088,2015,Snohomish,55
1089,2015,Snoqualmie,7
1090,2015,Snoqualmie Pass,1
1091,2015,Soap Lake,1
1092,2015,South Hill,14
1093,2015,Spanaway,11
1094,2015,Spangle,1
1095,2015,Spokane,80
1096,2015,Spokane Valley,20
1097,2015,Sprague,1
1098,2015,Stanwood,14
1099,2015,Steilacoom,4
1100,2015,Sultan,3
1101,2015,Sumner,4
1102,2015,Suquamish,1
1103,2015,Tacoma,122
1104,2015,Tahuya,3
1105,2015,Tenino,3
1106,2015,The Dalles,1
1107,2015,Toledo,2
1108,2015,Tukwila,20
1109,2015,Tumwater,28
1110,2015,Underwood,1
1111,2015,Union,1
1112,2015,University Place,24
1113,2015,Vader,1
1114,2015,Vancouver,198
1115,2015,Vashon,42
1116,2015,Veradale,5
1117,2015,Waldron,1
1118,2015,Walla Walla,15
1119,2015,Washougal,16
1120,2015,Washtucna,1
1121,2015,Wenatchee,14
1122,2015,West Richland,4
1123,2015,Westminster,1
1124,2015,Westport,1
1125,2015,White Salmon,2
1126,2015,Winlock,2
1127,2015,Winthrop,1
1128,2015,Woodinville,52
1129,2015,Woodland,7
1130,2015,Woodway,1
1131,2015,Yacolt,1
1132,2015,Yakima,13
1133,2015,Yarrow Point,2
1134,2015,Yelm,11
1135,2016,Aberdeen,7
1136,2016,Acme,1
1137,2016,Airway Heights,4
1138,2016,Algona,2
1139,2016,Allyn,2
1140,2016,Amanda Park,1
1141,2016,Anacortes,24
1142,2016,Anderson Island,2
1143,2016,Ariel,1
1144,2016,Arlington,21
1145,2016,Ashford,1
1146,2016,Auburn,57
1147,2016,Bainbridge Island,73
1148,2016,Battle Ground,23
1149,2016,Beaux Arts,1
1150,2016,Belfair,6
1151,2016,Bellevue,214
1152,2016,Bellingham,115
1153,2016,Benton City,5
1154,2016,Black Diamond,10
1155,2016,Blaine,12
1156,2016,Bonney Lake,23
1157,2016,Bothell,125
1158,2016,Bow,4
1159,2016,Bremerton,42
1160,2016,Brier,6
1161,2016,Brinnon,1
1162,2016,Brush Prairie,9
1163,2016,Buckley,6
1164,2016,Buena Park,1
1165,2016,Burien,22
1166,2016,Burlington,6
1167,2016,Calabasas,1
1168,2016,Camano Island,18
1169,2016,Camas,39
1170,2016,Carnation,10
1171,2016,Carson,1
1172,2016,Cashmere,2
1173,2016,Castle Rock,1
1174,2016,Cathlamet,3
1175,2016,Centralia,12
1176,2016,Chattaroy,1
1177,2016,Chehalis,11
1178,2016,Chelan,4
1179,2016,Cheney,7
1180,2016,Chimacum,3
1181,2016,Clarkston,1
1182,2016,Cle Elum,3
1183,2016,Clinton,11
1184,2016,Clyde Hill,12
1185,2016,Colbert,3
1186,2016,College Place,3
1187,2016,Colville,1
1188,2016,Concrete,4
1189,2016,Connell,1
1190,2016,Copalis Crossing,1
1191,2016,Cosmopolis,1
1192,2016,Coulee City,1
1193,2016,Coupeville,6
1194,2016,Covington,20
1195,2016,Custer,2
1196,2016,Deer Park,2
1197,2016,Deming,1
1198,2016,Des Moines,20
1199,2016,Dupont,7
1200,2016,Duvall,17
1201,2016,East Wenatchee,6
1202,2016,Eastsound,31
1203,2016,Eatonville,6
1204,2016,Edgewood,5
1205,2016,Edmonds,65
1206,2016,Elk,1
1207,2016,Ellensburg,10
1208,2016,Entiat,2
1209,2016,Enumclaw,10
1210,2016,Ephrata,2
1211,2016,Everett,84
1212,2016,Everson,6
1213,2016,Fairchild Air Force Base,1
1214,2016,Fall City,3
1215,2016,Fayetteville,1
1216,2016,Federal Way,39
1217,2016,Ferndale,15
1218,2016,Fircrest,9
1219,2016,Fox Island,5
1220,2016,Freeland,7
1221,2016,Friday Harbor,22
1222,2016,Gardena,1
1223,2016,Gig Harbor,60
1224,2016,Gold Bar,3
1225,2016,Goldendale,1
1226,2016,Graham,18
1227,2016,Granite Falls,6
1228,2016,Grapeview,3
1229,2016,Greenacres,6
1230,2016,Greenbank,4
1231,2016,Greenfield Center,1
1232,2016,Hansville,3
1233,2016,Hoodsport,1
1234,2016,Hoquiam,4
1235,2016,Hunts Point,2
1236,2016,Husum,1
1237,2016,Inchelium,1
1238,2016,Indianola,2
1239,2016,Issaquah,69
1240,2016,Joint Base Lewis Mcchord,2
1241,2016,Kalama,5
1242,2016,Kelso,5
1243,2016,Kenmore,25
1244,2016,Kennewick,39
1245,2016,Kent,69
1246,2016,Kettle Falls,1
1247,2016,Kingston,9
1248,2016,Kirkland,145
1249,2016,La Center,8
1250,2016,La Conner,3
1251,2016,Lacey,27
1252,2016,Laguna Niguel,1
1253,2016,Lake Forest Park,31
1254,2016,Lake Stevens,38
1255,2016,Lake Tapps,15
1256,2016,Lakebay,8
1257,2016,Lakewood,12
1258,2016,Langley,6
1259,2016,Leavenworth,9
1260,2016,Liberty Lake,2
1261,2016,Longview,12
1262,2016,Loon Lake,1
1263,2016,Lopez Island,8
1264,2016,Lummi Island,1
1265,2016,Lynden,11
1266,2016,Lynnwood,52
1267,2016,Malaga,2
1268,2016,Manson,2
1269,2016,Maple Falls,3
1270,2016,Maple Valley,41
1271,2016,Marysville,36
1272,2016,Mattawa,1
1273,2016,Mccleary,1
1274,2016,Mead,2
1275,2016,Medical Lake,1
1276,2016,Medina,8
1277,2016,Mercer Island,80
1278,2016,Mica,1
1279,2016,Mill Creek,11
1280,2016,Milton,2
1281,2016,Monroe,20
1282,2016,Montesano,2
1283,2016,Morton,1
1284,2016,Moses Lake,11
1285,2016,Mossyrock,1
1286,2016,Mount Vernon,22
1287,2016,Mountlake Terrace,12
1288,2016,Mukilteo,19
1289,2016,Naches,1
1290,2016,Napavine,1
1291,2016,Newcastle,18
1292,2016,Nine Mile Falls,6
1293,2016,Nooksack,1
1294,2016,Nordland,4
1295,2016,Normandy Park,8
1296,2016,North Bend,15
1297,2016,Norwich,1
1298,2016,Oak Harbor,26
1299,2016,Ocean Park,3
1300,2016,Ocean Shores,7
1301,2016,Olalla,3
1302,2016,Olga,3
1303,2016,Olympia,140
1304,2016,Omaha,1
1305,2016,Onalaska,1
1306,2016,Orlando,1
1307,2016,Orondo,4
1308,2016,Orting,8
1309,2016,Othello,2
1310,2016,Otis Orchards,1
1311,2016,Pacific,3
1312,2016,Pacific Beach,6
1313,2016,Packwood,1
1314,2016,Palouse,1
1315,2016,Parkland,7
1316,2016,Pasco,32
1317,2016,Point Roberts,4
1318,2016,Port Angeles,8
1319,2016,Port Hadlock,3
1320,2016,Port Ludlow,2
1321,2016,Port Orchard,32
1322,2016,Port Townsend,26
1323,2016,Poulsbo,29
1324,2016,Preston,2
1325,2016,Prosser,2
1326,2016,Pullman,4
1327,2016,Puyallup,39
1328,2016,Quilcene,3
1329,2016,Quincy,1
1330,2016,Rainier,3
1331,2016,Ravensdale,3
1332,2016,Raymond,1
1333,2016,Redmond,122
1334,2016,Renton,106
1335,2016,Richland,19
1336,2016,Ridgefield,18
1337,2016,Rochester,7
1338,2016,Rockford,1
1339,2016,Roslyn,1
1340,2016,Roy,4
1341,2016,Sammamish,95
1342,2016,San Diego,1
1343,2016,Scottsdale,1
1344,2016,Seabeck,5
1345,2016,Seatac,15
1346,2016,Seattle,954
1347,2016,Sedro Woolley,3
1348,2016,Sedro-Woolley,7
1349,2016,Selah,2
1350,2016,Sequim,19
1351,2016,Shaw Island,1
1352,2016,Shelton,10
1353,2016,Shoreline,75
1354,2016,Silverdale,11
1355,2016,Snohomish,53
1356,2016,Snoqualmie,7
1357,2016,Snowden,2
1358,2016,South Bend,1
1359,2016,South Hill,23
1360,2016,Spanaway,15
1361,2016,Spangle,3
1362,2016,Spokane,98
1363,2016,Spokane Valley,35
1364,2016,Stanhope,1
1365,2016,Stanwood,18
1366,2016,Steilacoom,5
1367,2016,Stevenson,2
1368,2016,Sultan,10
1369,2016,Sumas,1
1370,2016,Sumner,2
1371,2016,Sunnyside,3
1372,2016,Suquamish,5
1373,2016,Surfside,1
1374,2016,Tacoma,145
1375,2016,Taholah,1
1376,2016,Tahuya,1
1377,2016,Tenino,3
1378,2016,Tieton,2
1379,2016,Tooele,1
1380,2016,Toppenish,2
1381,2016,Touchet,1
1382,2016,Trout Lake,1
1383,2016,Tukwila,16
1384,2016,Tulalip,1
1385,2016,Tumwater,25
1386,2016,Twisp,3
1387,2016,Union,3
1388,2016,University Place,18
1389,2016,Vancouver,200
1390,2016,Vashon,40
1391,2016,Vaughn,2
1392,2016,Veradale,3
1393,2016,Walla Walla,17
1394,2016,Wapato,1
1395,2016,Warden,1
1396,2016,Washougal,21
1397,2016,Wenatchee,11
1398,2016,West Richland,8
1399,2016,Westport,1
1400,2016,White Salmon,5
1401,2016,White Swan,1
1402,2016,Wilbur,1
1403,2016,Winlock,3
1404,2016,Woodinville,72
1405,2016,Woodland,6
1406,2016,Woodway,4
1407,2016,Yacolt,3
1408,2016,Yakima,27
1409,2016,Yarrow Point,5
1410,2016,Yelm,7
1411,2017,Aberdeen,9
1412,2017,Airway Heights,2
1413,2017,Algona,1
1414,2017,Allyn,5
1415,2017,Alvord,1
1416,2017,Amboy,5
1417,2017,Anacortes,48
1418,2017,Anderson Island,3
1419,2017,Ariel,1
1420,2017,Arlington,35
1421,2017,Ashford,3
1422,2017,Asotin,2
1423,2017,Auburn,112
1424,2017,Bainbridge Island,102
1425,2017,Battle Ground,41
1426,2017,Baytown,1
1427,2017,Beaux Arts,3
1428,2017,Belfair,11
1429,2017,Bellevue,308
1430,2017,Bellingham,185
1431,2017,Benton City,9
1432,2017,Bethesda,1
1433,2017,Bingen,1
1434,2017,Black Diamond,17
1435,2017,Blaine,22
1436,2017,Bonney Lake,35
1437,2017,Bothell,167
1438,2017,Bow,6
1439,2017,Bremerton,68
1440,2017,Brier,13
1441,2017,Brinnon,2
1442,2017,Brush Prairie,16
1443,2017,Buckley,10
1444,2017,Burbank,1
1445,2017,Burien,58
1446,2017,Burlington,11
1447,2017,Bz Corner,1
1448,2017,Camano Island,22
1449,2017,Camas,74
1450,2017,Carnation,21
1451,2017,Carson,2
1452,2017,Cashmere,5
1453,2017,Castle Rock,3
1454,2017,Cathlamet,2
1455,2017,Centralia,19
1456,2017,Chattaroy,1
1457,2017,Chehalis,15
1458,2017,Chelan,11
1459,2017,Cheney,9
1460,2017,Chewelah,3
1461,2017,Chimacum,3
1462,2017,Cinebar,1
1463,2017,Clarkston,2
1464,2017,Cle Elum,10
1465,2017,Clinton,15
1466,2017,Clyde Hill,15
1467,2017,Colbert,4
1468,2017,College Place,4
1469,2017,Colorado Springs,1
1470,2017,Colton,1
1471,2017,Colville,3
1472,2017,Concrete,2
1473,2017,Connell,3
1474,2017,Coupeville,11
1475,2017,Covington,29
1476,2017,Cowiche,1
1477,2017,Crestview,1
1478,2017,Dallesport,1
1479,2017,Darrington,1
1480,2017,Davenport,1
1481,2017,Dayton,5
1482,2017,Deer Harbor,1
1483,2017,Deer Park,6
1484,2017,Deming,3
1485,2017,Derby,1
1486,2017,Des Moines,26
1487,2017,Dupont,12
1488,2017,Duvall,33
1489,2017,East Wenatchee,15
1490,2017,Easton,1
1491,2017,Eastsound,32
1492,2017,Eatonville,8
1493,2017,Edgewater,1
1494,2017,Edgewood,13
1495,2017,Edmonds,83
1496,2017,Edwall,1
1497,2017,Edwards,1
1498,2017,El Paso,1
1499,2017,Elk,6
1500,2017,Ellensburg,16
1501,2017,Elma,2
1502,2017,Enumclaw,19
1503,2017,Ephrata,4
1504,2017,Everett,148
1505,2017,Everson,8
1506,2017,Fall City,17
1507,2017,Federal Way,69
1508,2017,Ferndale,26
1509,2017,Fife,5
1510,2017,Fircrest,8
1511,2017,Forks,2
1512,2017,Fort Bragg,1
1513,2017,Fort Leavenworth,1
1514,2017,Fort Wayne,1
1515,2017,Fox Island,17
1516,2017,Freeland,14
1517,2017,Fresno,1
1518,2017,Friday Harbor,38
1519,2017,Garfield,1
1520,2017,Gig Harbor,89
1521,2017,Gold Bar,9
1522,2017,Goldendale,1
1523,2017,Graham,13
1524,2017,Grandview,4
1525,2017,Granite Falls,11
1526,2017,Grapeview,5
1527,2017,Grayland,1
1528,2017,Greenacres,4
1529,2017,Greenbank,3
1530,2017,Hansville,3
1531,2017,Harrah,1
1532,2017,Harrington,1
1533,2017,Hidden Hills,1
1534,2017,Hoodsport,7
1535,2017,Hoquiam,2
1536,2017,Hunts Point,1
1537,2017,Husum,1
1538,2017,Ilwaco,3
1539,2017,Issaquah,99
1540,2017,Joint Base Lewis Mcchord,5
1541,2017,Kalama,5
1542,2017,Kapowsin,2
1543,2017,Kelso,14
1544,2017,Kenmore,48
1545,2017,Kennewick,67
1546,2017,Kent,135
1547,2017,Kettle Falls,2
1548,2017,Keyport,3
1549,2017,Kingston,16
1550,2017,Kirkland,202
1551,2017,Kittitas,1
1552,2017,La Center,20
1553,2017,La Conner,6
1554,2017,Lacey,54
1555,2017,Lake Forest Park,39
1556,2017,Lake Stevens,62
1557,2017,Lake Tapps,10
1558,2017,Lakebay,13
1559,2017,Lakewood,44
1560,2017,Lamont,1
1561,2017,Langley,16
1562,2017,Latah,1
1563,2017,Leavenworth,18
1564,2017,Liberty Lake,12
1565,2017,Lincoln,1
1566,2017,Long Beach,4
1567,2017,Longbranch,1
1568,2017,Longview,30
1569,2017,Loon Lake,1
1570,2017,Lopez Is,1
1571,2017,Lopez Island,11
1572,2017,Lummi Island,4
1573,2017,Lyman,1
1574,2017,Lynden,18
1575,2017,Lynnwood,91
1576,2017,Manassas,1
1577,2017,Manson,1
1578,2017,Maple Falls,6
1579,2017,Maple Valley,64
1580,2017,Marysville,65
1581,2017,Mccleary,2
1582,2017,Mead,8
1583,2017,Medical Lake,1
1584,2017,Medina,13
1585,2017,Mercer Island,93
1586,2017,Mesa,1
1587,2017,Mill Creek,19
1588,2017,Milton,5
1589,2017,Mineral,2
1590,2017,Monroe,30
1591,2017,Montesano,8
1592,2017,Morton,1
1593,2017,Moses Lake,17
1594,2017,Mossyrock,2
1595,2017,Mount Vernon,44
1596,2017,Mountlake Terrace,23
1597,2017,Moxee,3
1598,2017,Mukilteo,40
1599,2017,Murdock,1
1600,2017,Newcastle,23
1601,2017,Newman Lake,1
1602,2017,Newport,6
1603,2017,Nine Mile Falls,7
1604,2017,Nooksack,1
1605,2017,Nordland,4
1606,2017,Normandy Park,19
1607,2017,North Bend,34
1608,2017,North Bonneville,1
1609,2017,Novato,1
1610,2017,Oak Harbor,36
1611,2017,Oakville,2
1612,2017,Ocean Park,2
1613,2017,Ocean Shores,7
1614,2017,Okanogan,1
1615,2017,Olalla,4
1616,2017,Olga,2
1617,2017,Olympia,340
1618,2017,Onalaska,3
1619,2017,Orcas,1
1620,2017,Orcas Is,1
1621,2017,Orondo,2
1622,2017,Orting,14
1623,2017,Othello,3
1624,2017,Otis Orchards,3
1625,2017,Outlook,1
1626,2017,Oysterville,1
1627,2017,Pacific,4
1628,2017,Pacific Beach,1
1629,2017,Parkland,5
1630,2017,Pasco,30
1631,2017,Pensacola,1
1632,2017,Peshastin,1
1633,2017,Plymouth,1
1634,2017,Point Roberts,5
1635,2017,Pomeroy,1
1636,2017,Port Angeles,32
1637,2017,Port Hadlock,5
1638,2017,Port Ludlow,7
1639,2017,Port Orchard,77
1640,2017,Port Townsend,59
1641,2017,Portland,1
1642,2017,Poulsbo,41
1643,2017,Preston,2
1644,2017,Prosser,2
1645,2017,Pullman,19
1646,2017,Puyallup,71
1647,2017,Quilcene,1
1648,2017,Quincy,5
1649,2017,Rainier,3
1650,2017,Ravensdale,8
1651,2017,Raymond,3
1652,2017,Reardan,1
1653,2017,Redmond,210
1654,2017,Renton,157
1655,2017,Richland,45
1656,2017,Ridgefield,41
1657,2017,Ritzville,1
1658,2017,Rochester,6
1659,2017,Rock Island,1
1660,2017,Ronald,2
1661,2017,Roy,9
1662,2017,Royal City,1
1663,2017,Ruston,1
1664,2017,Ryderwood,1
1665,2017,Sammamish,145
1666,2017,San Diego,1
1667,2017,San Juan Is,1
1668,2017,Seabeck,6
1669,2017,Seaside,1
1670,2017,Seatac,24
1671,2017,Seattle,1467
1672,2017,Sedro Woolley,4
1673,2017,Sedro-Woolley,14
1674,2017,Sekiu,1
1675,2017,Selah,5
1676,2017,Sequim,56
1677,2017,Shaw Island,2
1678,2017,Shelton,28
1679,2017,Shoreline,95
1680,2017,Silver Creek,1
1681,2017,Silverdale,20
1682,2017,Silverlake,2
1683,2017,Skamokawa,1
1684,2017,Skykomish,2
1685,2017,Snohomish,93
1686,2017,Snoqualmie,20
1687,2017,Snoqualmie Pass,2
1688,2017,Soap Lake,2
1689,2017,South Hill,22
1690,2017,Spanaway,28
1691,2017,Spokane,170
1692,2017,Spokane Valley,29
1693,2017,Stanwood,29
1694,2017,Steilacoom,15
1695,2017,Stevenson,2
1696,2017,Sultan,4
1697,2017,Sumner,10
1698,2017,Sunnyside,6
1699,2017,Suquamish,9
1700,2017,Tacoma,253
1701,2017,Taholah,1
1702,2017,Tekoa,1
1703,2017,Tenino,4
1704,2017,Toledo,2
1705,2017,Tonasket,2
1706,2017,Toppenish,1
1707,2017,Trout Lake,2
1708,2017,Tukwila,20
1709,2017,Tumwater,77
1710,2017,Twisp,4
1711,2017,Union,1
1712,2017,Union Gap,2
1713,2017,University Place,43
1714,2017,Vader,2
1715,2017,Valleyford,1
1716,2017,Vancouver,356
1717,2017,Vashon,60
1718,2017,Vaughn,1
1719,2017,Veradale,5
1720,2017,Wahkiacus,1
1721,2017,Waitsburg,1
1722,2017,Waldron,2
1723,2017,Walla Walla,19
1724,2017,Washougal,33
1725,2017,Waterville,1
1726,2017,Wenatchee,26
1727,2017,West Richland,19
1728,2017,Westport,3
1729,2017,White Salmon,6
1730,2017,Wilkeson,1
1731,2017,Winlock,6
1732,2017,Winthrop,9
1733,2017,Woodinville,98
1734,2017,Woodland,6
1735,2017,Woodway,3
1736,2017,Yacolt,5
1737,2017,Yakima,32
1738,2017,Yarrow Point,6
1739,2017,Yelm,15
1740,2017,Zillah,1
1741,2018,Aberdeen,19
1742,2018,Airway Heights,2
1743,2018,Alexandria,1
1744,2018,Algona,6
1745,2018,Allyn,11
1746,2018,Amboy,1
1747,2018,Anacortes,66
1748,2018,Ariel,1
1749,2018,Arlington,48
1750,2018,Ashford,2
1751,2018,Auburn,163
1752,2018,Bainbridge Island,156
1753,2018,Baring,1
1754,2018,Battle Ground,56
1755,2018,Beaux Arts,5
1756,2018,Belfair,7
1757,2018,Bellevue,751
1758,2018,Bellingham,255
1759,2018,Benton City,14
1760,2018,Bingen,1
1761,2018,Black Diamond,13
1762,2018,Blaine,35
1763,2018,Bonney Lake,66
1764,2018,Bothell,395
1765,2018,Bow,9
1766,2018,Bremerton,102
1767,2018,Brewster,1
1768,2018,Brier,17
1769,2018,Brinnon,1
1770,2018,Brooklyn,1
1771,2018,Brush Prairie,28
1772,2018,Buckley,15
1773,2018,Burbank,3
1774,2018,Burien,98
1775,2018,Burlington,16
1776,2018,Bz Corner,1
1777,2018,Camano Island,45
1778,2018,Camas,114
1779,2018,Carbonado,1
1780,2018,Carnation,19
1781,2018,Carson,2
1782,2018,Cashmere,8
1783,2018,Castle Rock,2
1784,2018,Cathlamet,5
1785,2018,Centerville,1
1786,2018,Centralia,18
1787,2018,Chattaroy,3
1788,2018,Chehalis,23
1789,2018,Chelan,19
1790,2018,Cheney,11
1791,2018,Chinook,1
1792,2018,Chula Vista,1
1793,2018,Clarkston,6
1794,2018,Clayton,1
1795,2018,Cle Elum,20
1796,2018,Clinton,16
1797,2018,Clyde Hill,30
1798,2018,Colbert,9
1799,2018,Colfax,9
1800,2018,College Place,7
1801,2018,Colville,7
1802,2018,Concrete,5
1803,2018,Connell,1
1804,2018,Conroe,1
1805,2018,Copalis Beach,1
1806,2018,Cosmopolis,3
1807,2018,Cougar,1
1808,2018,Coulee Dam,1
1809,2018,Coupeville,27
1810,2018,Covington,42
1811,2018,Curlew,1
1812,2018,Curtis,1
1813,2018,Custer,1
1814,2018,Dallesport,1
1815,2018,Damascus,1
1816,2018,Danville,1
1817,2018,Darrington,2
1818,2018,Davenport,6
1819,2018,Dayton,1
1820,2018,Deer Park,8
1821,2018,Deming,3
1822,2018,Des Moines,44
1823,2018,Dupont,11
1824,2018,Durango,1
1825,2018,Duvall,52
1826,2018,East Wenatchee,28
1827,2018,Eastsound,21
1828,2018,Eatonville,11
1829,2018,Edgewood,25
1830,2018,Edmonds,170
1831,2018,Elk,3
1832,2018,Ellensburg,24
1833,2018,Elma,8
1834,2018,Eltopia,1
1835,2018,Entiat,3
1836,2018,Enumclaw,35
1837,2018,Ephrata,5
1838,2018,Ethel,1
1839,2018,Evans,1
1840,2018,Evans Mills,1
1841,2018,Everett,216
1842,2018,Everson,4
1843,2018,Fairchild Air Force Base,3
1844,2018,Fall City,23
1845,2018,Federal Way,135
1846,2018,Ferndale,32
1847,2018,Fife,16
1848,2018,Fircrest,10
1849,2018,Fort Wayne,1
1850,2018,Fox Island,18
1851,2018,Freeland,19
1852,2018,Friday Harbor,38
1853,2018,Galvin,1
1854,2018,Gambrills,1
1855,2018,Gig Harbor,147
1856,2018,Glacier,1
1857,2018,Gladstone,1
1858,2018,Gold Bar,2
1859,2018,Goldendale,3
1860,2018,Goshen,1
1861,2018,Graham,30
1862,2018,Grand Coulee,1
1863,2018,Grandview,6
1864,2018,Granite Falls,13
1865,2018,Grapeview,8
1866,2018,Grayland,1
1867,2018,Greenacres,10
1868,2018,Greenbank,2
1869,2018,Hansville,3
1870,2018,Herndon,1
1871,2018,Hoodsport,3
1872,2018,Hoquiam,4
1873,2018,Hunts Point,3
1874,2018,Husum,1
1875,2018,Indianola,6
1876,2018,Issaquah,213
1877,2018,Joint Base Lewis Mcchord,4
1878,2018,Kalama,6
1879,2018,Kelso,21
1880,2018,Kenmore,98
1881,2018,Kennewick,101
1882,2018,Kent,193
1883,2018,Kettle Falls,3
1884,2018,Kihei,1
1885,2018,Kingston,25
1886,2018,Kirkland,467
1887,2018,Klickitat,1
1888,2018,La Center,16
1889,2018,La Conner,15
1890,2018,Lacey,69
1891,2018,Lake Forest Park,53
1892,2018,Lake Stevens,109
1893,2018,Lake Tapps,23
1894,2018,Lakebay,8
1895,2018,Lakewood,73
1896,2018,Langley,24
1897,2018,Latah,1
1898,2018,Laurel,1
1899,2018,Leavenworth,18
1900,2018,Liberty Lake,12
1901,2018,Lilliwaup,2
1902,2018,Long Beach,6
1903,2018,Longbranch,2
1904,2018,Longview,28
1905,2018,Loon Lake,2
1906,2018,Lopez Island,10
1907,2018,Lummi Island,1
1908,2018,Lyle,1
1909,2018,Lynden,25
1910,2018,Lynnwood,194
1911,2018,Madison,1
1912,2018,Maitland,1
1913,2018,Malaga,3
1914,2018,Manson,9
1915,2018,Maple Falls,6
1916,2018,Maple Valley,86
1917,2018,Marysville,99
1918,2018,Mattawa,4
1919,2018,Mazama,3
1920,2018,Mccleary,2
1921,2018,Mead,4
1922,2018,Medical Lake,3
1923,2018,Medina,26
1924,2018,Menlo,1
1925,2018,Mercer Island,206
1926,2018,Middletown,1
1927,2018,Mill Creek,63
1928,2018,Milton,16
1929,2018,Monroe,53
1930,2018,Montesano,4
1931,2018,Montgomery,1
1932,2018,Morton,3
1933,2018,Moses Lake,34
1934,2018,Mossyrock,3
1935,2018,Mount Vernon,53
1936,2018,Mountlake Terrace,36
1937,2018,Moxee,5
1938,2018,Mukilteo,62
1939,2018,Naches,2
1940,2018,Napavine,1
1941,2018,Naselle,1
1942,2018,Neah Bay,1
1943,2018,New York,1
1944,2018,Newcastle,70
1945,2018,Newman Lake,5
1946,2018,Newport,3
1947,2018,Nine Mile Falls,9
1948,2018,Nooksack,3
1949,2018,Nordland,5
1950,2018,Normandy Park,26
1951,2018,North Bend,45
1952,2018,North Bonneville,2
1953,2018,Oak Harbor,47
1954,2018,Oakville,3
1955,2018,Ocean Park,7
1956,2018,Ocean Shores,8
1957,2018,Oceanside,1
1958,2018,Okanogan,1
1959,2018,Olalla,9
1960,2018,Olga,5
1961,2018,Olympia,335
1962,2018,Omaha,1
1963,2018,Omak,3
1964,2018,Onalaska,5
1965,2018,Orondo,1
1966,2018,Oroville,3
1967,2018,Orting,14
1968,2018,Othello,5
1969,2018,Otis Orchards,3
1970,2018,Outlook,1
1971,2018,Pacific,4
1972,2018,Pacific Beach,4
1973,2018,Packwood,1
1974,2018,Palouse,3
1975,2018,Parkland,5
1976,2018,Pasc,1
1977,2018,Pasco,68
1978,2018,Pateros,1
1979,2018,Pe Ell,1
1980,2018,Peshastin,3
1981,2018,Point Roberts,6
1982,2018,Port Angeles,42
1983,2018,Port Gamble,1
1984,2018,Port Hadlock,5
1985,2018,Port Ludlow,11
1986,2018,Port Orchard,87
1987,2018,Port Townsend,50
1988,2018,Portland,1
1989,2018,Poulsbo,71
1990,2018,Preston,4
1991,2018,Prosser,2
1992,2018,Pullman,16
1993,2018,Puyallup,113
1994,2018,Quilcene,4
1995,2018,Quincy,10
1996,2018,Rainier,2
1997,2018,Randle,1
1998,2018,Ravensdale,8
1999,2018,Raymond,1
2000,2018,Redmond,542
2001,2018,Renton,335
2002,2018,Republic,2
2003,2018,Richland,92
2004,2018,Ridgefield,61
2005,2018,Rochester,8
2006,2018,Rock Island,3
2007,2018,Rockford,1
2008,2018,Ronald,3
2009,2018,Rosalia,1
2010,2018,Rosburg,1
2011,2018,Roslyn,1
2012,2018,Roy,14
2013,2018,Royal City,3
2014,2018,Saint Jacob,1
2015,2018,Sammamish,437
2016,2018,San Diego,3
2017,2018,San Francisco,1
2018,2018,Scottsdale,2
2019,2018,Seabeck,7
2020,2018,Seatac,54
2021,2018,Seattle,2468
2022,2018,Seaview,1
2023,2018,Sedro Woolley,4
2024,2018,Sedro-Woolley,28
2025,2018,Selah,15
2026,2018,Sequim,51
2027,2018,Shaw Island,1
2028,2018,Shelton,36
2029,2018,Shoreline,156
2030,2018,Silver Creek,1
2031,2018,Silverdale,29
2032,2018,Silverlake,2
2033,2018,Skamokawa,2
2034,2018,Snohomish,164
2035,2018,Snoqualmie,57
2036,2018,Snoqualmie Pass,2
2037,2018,Soap Lake,1
2038,2018,South Cle Elum,2
2039,2018,South Hill,42
2040,2018,South Prairie,2
2041,2018,Spanaway,42
2042,2018,Spokane,226
2043,2018,Spokane Valley,43
2044,2018,Spring Lake,1
2045,2018,Stanwood,43
2046,2018,Steilacoom,12
2047,2018,Stevenson,7
2048,2018,Suffolk,2
2049,2018,Sultan,18
2050,2018,Sumas,1
2051,2018,Summersville,1
2052,2018,Sumner,4
2053,2018,Sunnyside,5
2054,2018,Suquamish,10
2055,2018,Tacoma,349
2056,2018,Taholah,3
2057,2018,Tahuya,2
2058,2018,Tampa,1
2059,2018,Tenino,5
2060,2018,Tieton,1
2061,2018,Timnath,1
2062,2018,Toledo,6
2063,2018,Tonasket,2
2064,2018,Toppenish,6
2065,2018,Toutle,1
2066,2018,Trout Lake,3
2067,2018,Tukwila,33
2068,2018,Tumwater,68
2069,2018,Twisp,1
2070,2018,Underwood,2
2071,2018,Union,2
2072,2018,Union Gap,2
2073,2018,University Place,59
2074,2018,Valley,1
2075,2018,Valleyford,1
2076,2018,Vancouver,511
2077,2018,Vashon,62
2078,2018,Vaughn,5
2079,2018,Veradale,4
2080,2018,Virginia Beach,1
2081,2018,Waitsburg,2
2082,2018,Walla Walla,39
2083,2018,Walla Walla Co,1
2084,2018,Wapato,5
2085,2018,Warden,1
2086,2018,Washington,2
2087,2018,Washougal,52
2088,2018,Waterville,1
2089,2018,Wenatchee,33
2090,2018,West Richland,28
2091,2018,Westport,5
